外交	1️⃣中国外交政策的宗旨：<br>{{c1::维护世界和平 促进共同发展}}<br>2⃣中国特色大国外交牢牢把握的主线是：<br>{{c1::服务民族复兴 促进人类进步}}<br>3⃣周边外交<br>理念—{{c1::亲诚惠容}}<br>方针—{{c1::亲诚惠容和与邻为善 以邻为伴}}<br>4⃣新型国际关系：新在{{c1::相互尊重、公平正义、合作共赢}}<br>推动构建新型国际关系 就是要秉持<br>{{c1::相互尊重 公平正义 合作共赢}}原则（{{c1::合作共赢}}是核心）<br>走出一条对话而不对抗 结伴而不结盟的国与国交往新路	新思想及其他 大专题
两大历史任务	{{c1::争取民族独立、人民解放}}和{{c1::实现国家富强、人民幸福}}<br>两大历史任务既有区别，也有联系。<br>1⃣区别在于：两大历史任务的主题、内容和实现方式都不一样。<br>2⃣联系在于：<br>前一个任务为后一个任务扫清障碍，<br>为实现中华民族伟大复兴的中国梦创造{{c1::必要前提}}；<br>后一个任务是前一个任务的{{c1::最终目的和必然要求}}。	新思想及其他 大专题
文化	1⃣中华优秀传统文化——我们坚定文化自信的{{c1::深厚基础}}<br>党带领人民在伟大斗争中孕育的革命文化和社会主义先进文化<br>——我们坚定文化自信的{{c1::坚强基石}}（革基）<br>中国特色社会主义伟大实践——我们坚定文化自信的{{c1::现实基础}}<br>2⃣我们区别于其他国家和民族的根本特征：<br>{{c1::中华民族创造的优秀传统文化}}<br>3⃣文化自信坚定到底<br>坚定中国特色社会主义道路自信 理论自信 制度自信<br>说到底是要坚定：{{c1::文化自信}}	新思想及其他 大专题
教育	1⃣教育强国<br>根本保证—{{c1::党对教育事业的全面领导}}<br>根本任务—{{c1::立德树人}}<br>根本目标—{{c1::为党育人 为国育才}}<br>重要使命—{{c1::服务中华民族伟大复兴}}<br>核心功能—{{c1::支撑引领中国式现代化}}<br>2⃣教育的根本问题 建设教育强国的核心课题：<br>{{c1::培养什么人 怎样培养人 为谁培养人}}<br>3⃣发展教育的根本尺度：{{c1::人民满意}}<br>4⃣教育科技人才是<br>全面建设社会主义现代化国家的{{c1::基础性战略性支撑，先导任务}}<br>建成教育强国是<br>近代以来中华民族梦寐以求的美好愿望，是实现以中国式现代化全面推进强国建设、民族复兴伟业的{{c1::坚实基础，战略支撑，先导任务}}<br>（仙剑斩）<br>5⃣必须坚持<br>科技—{{c1::第一生产力}}<br>人才—{{c1::第一资源}}<br>创新—{{c1::第一动力}}	新思想及其他 大专题
中国式现代化	中国式现代化五个特征：<br>✅先生奔赴出道娶媳妇 球鞋特显大<br>1️⃣中国式现代化的本质特征 区别于西方现代化的显著标志：<br>{{c1::全体人民共同富裕的现代化}}（奔赴）<br>2️⃣中国式现代化的显著特征：<br>{{c1::人口规模巨大的现代化}}（特显大）<br>3️⃣中国式现代化的突出特征：<br>{{c1::走和平发展道路的现代化}}（出道）<br>4️⃣中国式现代化的鲜明特点：<br>{{c1::人与自然和谐共生的现代化}}（先生）<br>5️⃣中国式现代化的崇高追求 社会主义现代化的本质要求：<br>{{c1::物质文明和精神文明相协调的现代化}}（球鞋）<br>中国式现代化创造了人类文明的新形态<br>中国式现代化提供了一种全新的现代化模式<br>中国式现代化是对西方式现代化理论和实践的重大超越<br>中国式现代化为广大发展中国家提供了全新选择<br>✅关于中国式现代化的帽子总结<br>1⃣中国式现代化是贯穿各个领域、各个方面、各项工作的一条红线<br>2⃣{{c1::开放}}是中国式现代化的鲜明标识<br>⚠辨析：{{c1::改革}}是当代中国人民最鲜明精神标识<br>3⃣{{c1::发展全过程人民民主}}是中国式现代化的本质要求<br>4⃣{{c1::城乡融合发展}}是中国式现代化的必然要求<br>（开始想要）	新思想及其他 大专题
爱国主义	✅统一团结需要力<br>弘扬新时代爱国主义的重要着力点和落脚点是：<br>{{c1::维护祖国统一和民族团结}}<br>{{c1::维护祖国统一和民族团结}}我国公民的最高义务<br>⚠️辨析：<br>1️⃣新时代党的民族工作的出发点和落脚点是：<br>{{c1::实现中华民族伟大复兴}}<br>2️⃣新时代加强爱国主义教育的主题是：<br>旧提法：实现中华民族伟大复兴的中国梦<br>新提法：{{c1::全面建成社会主义现代化强国 实现中华民族伟大复兴}}<br>3⃣坚持和发展中国特色社会主义的总任务：<br>{{c1::实现社会主义现代化和中华民族伟大复兴}}<br>⚠{{c1::促进中华儿女大团结}}，是新时代爱国统一战线的历史责任<br>⚠<br>{{c1::坚持爱国和爱党、爱社会主义相统一}}，<br>是当代中国爱国主义精神最重要的体现<br>爱国主义的本质，就是坚持爱国和爱党、爱社会主义高度统一。	新思想及其他 大专题
总体国家安全观	✅人质在异国爆射 根治鸡精<br>宗旨—{{c1::人民安全}}<br>根本—{{c1::政治安全}}<br>基础—{{c1::经济安全}}<br>保障—{{c1::社会安全}}<br>依托—{{c1::国际安全}}<br>政治安全与人民安全 国家利益至上的有机统一<br>确保实现党的长期执政 人民安居乐业 国家长治久安<br>1️⃣{{c1::政治安全}}是维护人民安全和国家利益的根本保证<br>2️⃣{{c1::人民安全}}居于中心地位 国家安全归根到底是保障人民利益<br>3️⃣{{c1::国家利益至上}}是实现政治安全和人民安全的要求和准则<br>⚠<br>健全国家安全体系、加强国家安全制度建设（两个“国家”）<br>是保障国家安全的{{c1::治本之策}}，是维护和塑造国家安全的{{c1::重要支撑}}。<br>⚠<br>{{c1::国土安全}}是立国之基（土🐔）<br>构建统筹各领域安全的新安全格局，<br>必须把{{c1::维护政治安全}}作为应对各领域安全风险挑战的首要任务。<br>{{c1::政治安全}}是国家安全的根本。	新思想及其他 大专题
进一步全面深化改革	1⃣自主呻吟 集中重口<br>统筹推进各领域各方面改革开放必须<br>以{{c1::全面深化改革总目标}}为引领<br>以{{c1::制度建设}}为主线<br>以{{c1::经济体制改革}}为重点（牵引）<br>以{{c1::重要领域和关键环节改革}}为突破口<br>使各方面改革协同推进 环环相扣 形成合力<br>2⃣进一步全面深化改革主题：{{c1::推进中国式现代化}}<br>3⃣进一步全面深化改革总目标：<br>{{c1::继续完善和发展中国特色社会主义制度}}<br>{{c1::推进国家治理体系和治理能力现代化}}；<br>4⃣进一步全面深化改革坚持的原则：<br>我们必须在进一步全面深化改革中严格遵循、长期坚持六条原则，<br>1.以{{c1::坚持党的全面领导}}为根本保证【排在首位】<br>2.以{{c1::坚持以人民为中心}}为价值导向<br>3.以{{c1::坚持守正创新}}为基本原则<br>4.以{{c1::坚持以制度建设为主线}}为重要要求<br>5.以{{c1::坚持全面依法治国}}为有效途径<br>6.以{{c1::坚持系统观念}}为科学方法，<br>不断推动全面深化改革向广度和深度进军	新思想及其他 大专题
中华文明的突出特性	{{c1::连续性}}<br>  - 根本上决定了中华民族必然走自己的路<br>{{c1::创新性}}<br>  - 从根本上决定了中华民族守正不守旧、尊古不复古的进取精神;<br>  - 决定了中华民族不惧新挑战、勇于接受新事物的无畏品格;<br>{{c1::统一性}}<br>  - 从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚; <br>  - 决定了国土不可分、国家不可乱、民族不可散、文明不可断的共同信念; 统一性<br>  - 决定了国家统一永远是中国核心利益的核心; <br>  - 决定了一个坚强统一的国家是各族人民的命运所系<br>{{c1::包容性}}<br>  - 从根本上决定了中华民族交往交流交融的历史取向; <br>  - 决定了中国各宗教信仰多元并存的和谐格局; <br>  - 决定了中华文化对世界文明兼收并蓄的开放胸怀<br>{{c1::和平性}}<br>  - 从根本上决定了中国始终是世界和平的建设者、全球发展的贡献者、国际秩序的维护者; <br>  - 决定了中国不断追求文明交流互鉴而不搞文化霸权; <br>  - 决定了中国不会把自己的价值观念与政治体制强加于人; <br>  - 决定了中国坚持合作、不搞对抗,决不搞“党同伐异”的小圈子<br><br>✅一连创死俩 捅死包小三	新思想及其他 大专题
就业	1⃣就业（三基）<br>① {{c1::最基本的民生}}<br>② {{c1::最大的民生工程、民心工程、根基工程}}<br>③ 劳动者赖以生存和发展的基础、共享经济发展成果的基本<br>2⃣{{c1::收入分配}}<br>是民生之源，是改善民生、实现发展成果由人民共享最重要最直接的方式<br>（直接分手）<br>3⃣{{c1::人力资源供需不匹配}},是当前我国就业领域面临的主要矛盾。	新思想及其他 大专题
2035和2050目标	《中共中央关于进一步全面深化改革推进中国式现代化的决定》指出，<br>进一步全面深化改革的总目标是<br>继续完善和发展中国特色社会主义制度，<br>推进国家治理体系和治理能力现代化。<br>到2035年，<br>全面建成高水平社会主义市场经济体制，<br>中国特色社会主义制度更加完善，<br>基本实现国家治理体系和治理能力现代化，<br>{{c1::基本实现社会主义现代化}}，<br>为到本世纪中叶全面建成社会主义现代化强国奠定坚实基础。<br>✅构建高水平社会主义市场经济体制 关键是要处理好政府和市场的关系：<br>1️⃣市场在资源配置中起{{c1::决定性作用}} 就是把市场机制能有效调节的经济活动交给市场 推动资源配置 实现效益最大化和效率最优化<br>2️⃣{{c1::更好发挥政府作用}} 就是要在保证市场发挥决定性作用的前提下 管好那些市场管不了或管不好的事情<br>3️⃣使市场在资源配置中起决定性作用 更好发挥政府作用 二者是有机统一的 不是相互否定的 不能把二者割裂开来 对立起来 要用好“看不见的手”和“看得见的手” 推动有效市场和有为政府更好结合<br>✅两步走战略<br>1️⃣从2020年到2035年基本实现社会主义现代化<br>2️⃣从2035年到本世纪中叶把我国建成富强民主文明和谐美丽的社会主义现代化强国<br>到那时 全体人民共同富裕基本实现<br>❗❗❗<br>2035一般都是“{{c1::模糊说法}}”<br>2050一般都是{{c1::确切性说法}}	新思想及其他 大专题
全面推进乡村振兴	乡村振兴的底线任务/前提：{{c1::巩固脱贫攻坚成果}}<br>实施乡村振兴战略的总目标：{{c1::农业农村现代化}}<br>实施乡村振兴战略的总方针：{{c1::坚持农业农村优先发展}}<br>实施乡村振兴战略的制度保障：{{c1::建立健全城乡融合发展体制机制和政策体系}}<br>实施乡村振兴战略的首要任务：{{c1::确保重要农产品特别是粮食供给}}<br>实施乡村振兴战略，必须牢牢守住“三农”工作的底线是：<br>{{c1::保障国家粮食安全和不发生规模性返贫}}<br>⚠️补充：<br>2️⃣巩固拓展脱贫攻坚成果，是全面推进乡村振兴的底线任务<br>要坚持把增加农民收入作为三农工作中的{{c1::中心任务}}❗️❗️❗️<br>3️⃣农业强国是社会主义现代化强国的{{c1::根基}}<br>全面建设社会主义现代化国<br>最艰巨最繁重的任务仍然在农村<br>最广泛最深厚的基础仍然在农村<br><br>❗❗❗2024最新提法<br>做好2024年及今后一个时期“三农”工作<br>1️⃣以学习运用“千万工程”经验为【{{c1::引领}}】<br>2️⃣以确保国家粮食安全、确保不发生规模性返贫为【{{c1::底线}}】<br><br>❗️❗️❗️几个重要搭配<br>1⃣{{c1::推进乡村全面振兴}}是新时代“三农”工作的总抓手<br>2⃣乡村振兴的重中之重（关键）是{{c1::产业振兴}}<br>3⃣有利有效推进乡村振兴的头等大事，建设农业强国的头等大事是{{c1::保障粮食和重要农产品稳定安全供给}}	新思想及其他 大专题
六个必须坚持	习近平新时代中国特色社会主义思想的世界观方法论：<br>坚持{{c1::人民至上}}、{{c1::自信自立}}、{{c1::守正创新}}、{{c1::问题导向}}、{{c1::系统观念}}、{{c1::胸怀天下}}<br>✅本人思念胸境导实的新鲜精自<br>坚持人民至上是{{c1::根本价值立场}} 体现了历史唯物主义群众史观<br>坚持自信自立是{{c1::内在精神特征}} 体现了客观规律性和主观能动性的有机结合<br>坚持守正创新是{{c1::鲜明理论品格}} 体现了变与不变 继承与发展的内在联系<br>坚持问题导向是{{c1::重要实践要求}} 体现了矛盾的普遍性和客观性<br>坚持系统观念是{{c1::基本思想和工作方法}} 体现了辩证唯物主义普遍联系的原理<br>坚持胸怀天下是{{c1::中国共产党人的境界格局}}<br>体现了马克思主义追求人类进步和解放的崇高理想	新思想及其他 大专题
